asset,2025-12-01,2025-12-02,2025-12-03,2025-12-04,2025-12-05,2025-12-08,2025-12-09,2025-12-10,2025-12-11,2025-12-12,2025-12-15,2025-12-16,2025-12-17,2025-12-18,2025-12-19,2025-12-22,2025-12-23,2025-12-24,2025-12-25,2025-12-26,2025-12-29,2025-12-30,2025-12-31,2026-01-01,2026-01-02,2026-01-05,2026-01-06,2026-01-07,2026-01-08,2026-01-09,2026-01-12,2026-01-13,2026-01-14,2026-01-15,2026-01-16,2026-01-19,2026-01-20,2026-01-21,2026-01-22,2026-01-23,2026-01-26,2026-01-27,2026-01-28,2026-01-29,2026-01-30,2026-02-02,2026-02-03,2026-02-04,2026-02-05,2026-02-06,2026-02-09,2026-02-10,2026-02-11,2026-02-12,2026-02-13,2026-02-16,2026-02-17,2026-02-18,2026-02-19,2026-02-20,2026-02-23,2026-02-24,2026-02-25,2026-02-26,2026-02-27
Desk 53,38.84,86.5,36.67,69.17,80.84,80.5,83.63,45.84,74.84,72.84,35.33,76.84,76.76,89.17,24.84,0,0,0,0,0,0,0,0,0,19.84,0,0,78.34,5.83,24.33,83.39,81.17,45.79,89.34,52.14,81.67,75.01,93.67,85.51,0,83.96,0,84.34,24,58.67,0,76.34,75.28,57.5,26.33,81.33,0,72.5,70.16,0,83.34,55.84,91.04,85.17,50.67,63.67,0,23.67,73.67,80.1
DEsk 1,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.86,76.67,76.17,83,84.56,79.67,80,76.33,82.83,88.17,82.84,81.17,85.34,76.5,81.17,79.5,84.01,18,80.17,73.08
desk 79,0,0,0,0.33,4.17,0,0,38.03,0.67,41,0,0,20.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67,0.33,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.84,0,0,0.67,0,0,30.26,0,0,0,22.83,0,0
2.krs Desk 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.krs Desk 1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk 112,0,19,0,86.43,0,69.57,10.17,57.67,0,0,0,0,0,0,0,0,0,0,0,0,67.34,0,0,0,0,0,0,0,0,73.17,0,74.67,42.5,57.34,0,0,72.67,48.17,73.5,0,0,75.5,0,0,0,0,59.67,51,0,74.33,0,76.16,0,74.51,0,0,0,0,73,0,0,39.67,0,0,0
desk 108,100,83.11,0,51,82.17,80.48,79.99,79.84,0,0,80.36,67.84,42.3,71.17,81.38,74.84,0,0,0,0,0,91.34,0,0,95.63,0,0,0,79.34,0,21.5,81.19,0,79.54,84.66,0,44.73,0,0,0,0,7.34,0,0,0,88.64,85.34,0,78.5,0,76.34,69,79.36,0,80,0,0,77.17,0,0,78.84,80.77,0,79,0
DEsk 41,80.5,80,0,51,0,0,0,79.5,0,0,41,48.5,0,77.17,0,0,0,0,0,0,0,0,0,0,0,0,0,80.16,0,0,15.33,0,0,0,0,0,0,0,0,0,0,83.5,81,0,0,0,81.17,81.49,0,0,0,87.21,79,0,0,0,65.17,75.33,0,0,74.17,82.17,0,0,0
Desk 61.2,0,0,0,0,0,0,0,0,75.34,34.33,0,0,0,45.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0.33,0,35.17,0,0.33,0,0,0,0,51.5,0.5,0,0,82,76.67,0,0,74.01,45.84,0,0,0,0,0,0,0,0,0,0,29.33,0,0.67,0,0,0,0
DEsk 31,0,85.9,0,0,79.5,80.67,0,2.33,78,0,7.17,2.5,0,79.49,80.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.47,76,79.31,0,57.17,48.67,0,65.83,41.53,0,80.17,0,80.33,79.73,75.5,79.92,0,0,73.33,0,76.16,62.33,75,40.99,0,0,75.17,81.83,0,72,0,0,33.83,0
Desk 71,0,0,0,0,0,1.67,0.33,5.5,22.67,38.34,0,0,0,55.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.67,64.17,0,15.5,0.33,0,0,0,0.5,1.17,0,0,0,75.67,0,1.17,0,0,69.84,0,0,0,0,55,0,0,0,0.33,64,0,0.33,0,66.83,78.5,79.67,78.5,79.84
Desk 12,0,0,38.67,23.82,0,64.5,79.34,71.21,84.38,62.17,0,0,0,50.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.84,0,0,0,58.17,0,0,0,0,29.33,0,0,0,70.45,0,0,0,79.84,48.17,52.85,79.17,0,0,64.07,12.67,0,13.26,32.17,0,0,38.83,0,0,66.35,0,0,0
Desk 52,79,0.67,0,56.84,79.34,17.35,38.84,24.33,93.83,0,79.17,79.67,58.5,90.67,64,79.67,69.84,0,0,0,82.17,79.67,43.17,0,79.17,79.67,0,78.84,80.34,0,79.84,78.84,79.34,79.84,40.34,87,79.67,79.5,82.5,32.33,0,79,43.5,79,11.67,0,79.84,79.5,88.9,48.5,0,0,1,79.34,0,0.5,0,5.82,90.83,0,0,0,0,0.5,26.83
2.krs Desk 10,0,0,0,57.02,45.67,28.17,30.83,6.34,0,0,0,52,70.5,66.84,43.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk 111,0,0,0,59.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.38,85.89,86.17,0,0,0,21,0,0,0,0,0,0,0,0,0,47.83,53.5,0,0,0,0,77.83,9.83,0,0,0.5,0,0,0
desk 107,89.13,83.29,0,58.83,0,82.33,7.83,79.17,0,81.17,0,83.67,35.83,51.17,0,0,0,0,0,0,0,84.67,0,0,0,84.67,0,0,77.17,0,23.5,77.33,77,76.5,73.33,76,55.91,0,0,88.07,0,25.83,49.5,0,74.83,85.69,26,82.66,0,0,0,79.16,47.66,0,75.83,71,50.67,75.67,42.33,26.33,68.33,83.17,78.5,0,0
Desk 46,71.67,76,78.11,70.34,0,85.41,48.67,86.17,54.84,0,50.84,74.67,29.33,81.84,0,0,0,0,0,0,0,0,0,0,0,0,0,34.5,72,0,0,68.17,0,8.83,0,0,75,44,48.33,0,33.83,0,72,73.5,0,0,0,70,0,0,0,70.67,67.67,76.83,0,0,0.83,73.84,61.17,23.83,0,0,0,0,0
DEsk 37,82,0,80.5,82.83,0,55.5,17.5,87.14,85.14,0,78.84,0,0,0,65.5,80,0,0,0,0,0,0,0,0,0,66.5,0,76.33,57.17,0,20.05,0,0,0,77.5,0,0,0.33,0,56.16,0,0,85,0,0,0,0,78.67,42.78,48.83,52.16,0,0,0,0,82.16,79.33,0,82.17,79.84,0,0,0,0,0
Desk 61.1,10.67,47.73,57.89,86.55,0,0,0,0,68.5,34.17,0,0,0,81.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.67,60.67,0,0,0,0,0,52.5,40.85,28.51,55.17,33.84,0,19.67,33.67,50.34,0,35.75,10.33,60.06,4.17,42.71,0,6,2.84,28.17,0,26.64,27.46,35.17,42.11,0,0,0,4.4,0,0
DEsk 29,0,0,0,0,0,0,77.17,0,74,0,0,0,0,5.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.83,69,90.24,79.83,47,77.5,0,78.5,0,77.67,73.83,78,0,75.83,75.67,77.5,0.33,0,0,0,57.5,75.83,0,75.67,0,0,0,78.33,77.5,0,0,0,74.83,77.5,0
Desk 70,0,0,0,0,0,40.84,31.99,66.17,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.67,0,0,0,0,0,0,2.17,7.83,54.84,70.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.17,0.33,12.5,0,0,15.33,9.83,3.17,1,0
DEsk 11,0,0,0,0,0,66.84,85.34,37,70.67,57.84,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.33,0,45.84,0,29.17,0,0,0,0,0,29.67,0,0,75.25,84.5,0,79,0,0,0,0,0,0,0,0,0,16.17,0,0,0,0,0,0
2.krs Desk 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk 116,0,59.5,36.33,74.84,0,17.34,0.5,36.17,54,0,0,9,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,46.34,34.17,45.34,0,0,50.84,34.67,47.5,0,0,38.33,35.67,67.5,0,0,0,0,67.7,0,0,48,62.67,54.67,0,0,21.67,38.67,63.17,0,0,40.83,70.5,48.17,0
desk 103,79.17,86.44,78.5,79.01,76.34,78.01,75.5,0,0,0,1.33,0,61,0,0,0,80.17,0,0,0,0,72.34,0,0,0,71.17,0,0,0,0,69.5,0,0,0,0,71,43.51,71.5,79.51,0,50.17,54.17,66.01,52.05,0,83.01,78,77.83,80.32,49.64,75.17,0,84.43,0,0,76.71,66.04,87.84,15.5,0,68.67,69.01,78.29,0,0
Desk 47,0,50,84.5,5.83,41.17,82.17,30.5,7.17,66.17,0,0,0,74.67,84.84,15.5,0,0,0,0,0,0,0,0,0,0,0,0,78.84,0,45.84,75.5,38,79.84,62.34,0,0,64.34,0,0,0,0,38.5,0,37,57.17,41.34,0,83.5,85.67,0,1.33,0,81,0,0,0,39,29.5,79.34,0,0,0,8.83,0,0
DEsk 39,85.5,83,68.33,87.67,76.5,0,0,0,0,0,71.5,90.33,90.83,73.19,84.17,77.5,69,0,0,0,0,0,0,0,0,0,0,86.5,87.67,75.17,88,0,0,83.5,77,0,0,89.33,57.67,86.16,69.5,89.83,89.18,84.67,75.67,84.99,77.16,86.49,83.83,75.83,70.33,82.49,90,0,77,76.83,81.5,92.1,87,81.17,0,0,0,0,0
Desk 62,5.33,41.67,22,49.5,0,0,0,0,44.83,0,0,0,63,71.33,87.5,54,0,0,0,0,0,0,0,0,0,0,0,77.83,78.33,0,60.17,61.5,21.33,74.5,0,69.33,0,68.33,72,0,57.5,0,59.5,90.54,52.83,90.23,85.66,0,91.07,0,0,68.5,70.33,58.5,0,19.33,69.5,72,75.83,0,29.33,87.84,34,84.69,0
DEsk 30,0,42.17,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.5,0,0,42.17,0,0,0,0.67,0.33,0,0.5,0,0,0,0,7,0,0,32.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desk 73,0,0,95.44,0,0,0,0,0,0,0,0,0,82.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.17,0,0,0,0,65.34,0,0,0,0,0,0,0,0,29,0,0,0,18.46,0,0,0,0,6.17,0,0,0,0,0,0,0,36.67,0
